Trial,MSE,Params,Best Trial
1415,6.534802089,"{'a11': 8.739494999033031, 'b11': 0.2636336392614238, 'c11': 1.15881632861979, 'a12': 1.0311270393749379, 'b12': 0.3921250961722457, 'c12': 1.704366061129218, 'a13': 5.490306598751275, 'b13': 0.5850172042302594, 'c13': 3.8781582271441133, 'a21': 6.9693189617273665, 'b21': 0.6076681754163537, 'c21': 1.5922122022293375, 'a22': 9.6780701922224, 'b22': 0.6480424292432019, 'c22': 2.222888133063128, 'a23': 6.091686126087515, 'b23': 0.8377535596095275, 'c23': 2.031015302211382, 'a31': 6.1646117756346825, 'b31': 0.6618887550505399, 'c31': 3.8500547445087165, 'a32': 1.7446635739240457, 'b32': 1.3122644048683414, 'c32': 0.10976610219860683, 'a33': 8.203469999446261, 'b33': 0.906358578699024, 'c33': 4.952985671191423}",1403
1416,6.569545064,"{'a11': 8.945028014085004, 'b11': 0.41207000340471656, 'c11': 1.1273270377909588, 'a12': 0.6729607763096974, 'b12': 0.3886868527957056, 'c12': 1.880094472896633, 'a13': 5.4981853424180915, 'b13': 0.5472926561592412, 'c13': 3.0406420116437385, 'a21': 7.696217637576632, 'b21': 0.9856994765319663, 'c21': 1.3146583227600501, 'a22': 9.437474763979742, 'b22': 0.5646844648535083, 'c22': 3.3269592127045793, 'a23': 5.518849630161813, 'b23': 0.41753739933762013, 'c23': 1.1444156433582098, 'a31': 5.937846302106874, 'b31': 0.23003443509780885, 'c31': 3.865217736290179, 'a32': 1.4634544288741753, 'b32': 0.899773561272595, 'c32': 0.5482606729881573, 'a33': 9.676238565932042, 'b33': 0.7247277442236871, 'c33': 5.95595859872813}",1403
1417,6.729864806,"{'a11': 8.571219275469574, 'b11': 0.6827381179102101, 'c11': 0.21431712448464824, 'a12': 0.8570752961306461, 'b12': 0.4238114112319616, 'c12': 1.2909937835869874, 'a13': 4.441452769494143, 'b13': 0.07574976094776553, 'c13': 3.762186662536878, 'a21': 6.907516444979132, 'b21': 0.2006180036879222, 'c21': 2.044191941980823, 'a22': 9.240266685829761, 'b22': 0.7635696350038433, 'c22': 2.3668132813427407, 'a23': 5.48561386508835, 'b23': 1.427911352460512, 'c23': 1.7307826936021864, 'a31': 6.661555991498148, 'b31': 0.39246931312463795, 'c31': 3.304536249591523, 'a32': 1.1030852372733715, 'b32': 0.536550265007386, 'c32': 0.2629445024996133, 'a33': 7.954577038252516, 'b33': 0.8096749706860759, 'c33': 5.622181288889621}",1403
1418,8.921851496,"{'a11': 9.614978239056288, 'b11': 0.054387016942440414, 'c11': 1.5542041299482872, 'a12': 1.6575442839175016, 'b12': 1.326997148722525, 'c12': 1.1046207883916705, 'a13': 5.462357135343986, 'b13': 1.059786675352174, 'c13': 3.5357091243270333, 'a21': 7.021538678025909, 'b21': 1.0433397526372752, 'c21': 1.813699810789287, 'a22': 8.748128920516484, 'b22': 0.7387199059345348, 'c22': 2.408146803327246, 'a23': 5.764009667389572, 'b23': 0.22219543883956655, 'c23': 1.2108135544718432, 'a31': 5.883250306130687, 'b31': 0.020933421583749418, 'c31': 3.7989618724896, 'a32': 2.655541351101549, 'b32': 0.7409694976241908, 'c32': 0.5386843667807655, 'a33': 9.615168874527784, 'b33': 0.6273188177841438, 'c33': 5.370145285257767}",1403
1419,6.090749301,"{'a11': 8.242719312481128, 'b11': 0.26332088162088274, 'c11': 1.5026394029347325, 'a12': 0.9564052175100495, 'b12': 0.9494658618245087, 'c12': 1.176166105870169, 'a13': 4.371449278746791, 'b13': 0.08689907702880734, 'c13': 3.2383855906453873, 'a21': 7.449875564499333, 'b21': 0.33763677032988315, 'c21': 1.1593487248342265, 'a22': 9.317067467400804, 'b22': 0.33777433473630836, 'c22': 2.8659952848274353, 'a23': 5.953501778548884, 'b23': 0.9085150104073161, 'c23': 1.998732850316427, 'a31': 5.773361927506808, 'b31': 0.1543974192473912, 'c31': 3.801832530311367, 'a32': 2.413448275917881, 'b32': 0.28925208286032283, 'c32': 1.047507493612685, 'a33': 9.492110350243559, 'b33': 0.37979665043229993, 'c33': 5.9286576694769915}",1403
1420,6.450567724,"{'a11': 8.559631136825685, 'b11': 0.03856781854030594, 'c11': 0.6912924851259046, 'a12': 1.2380637639422045, 'b12': 0.5640717008893694, 'c12': 1.2440889862151228, 'a13': 4.689234305781415, 'b13': 1.573789443593942, 'c13': 3.4908248489939595, 'a21': 7.006300805573325, 'b21': 0.7740929489275867, 'c21': 1.5092613594571098, 'a22': 9.20733657833406, 'b22': 0.5333518497823353, 'c22': 2.3757595865783183, 'a23': 5.88540106814968, 'b23': 0.6967221364438493, 'c23': 1.171913108556159, 'a31': 6.409135359446749, 'b31': 0.15612276803179723, 'c31': 2.4523779752960246, 'a32': 1.1831914862251205, 'b32': 1.0717556557635843, 'c32': 0.9658834406043045, 'a33': 8.903777272650917, 'b33': 1.2431445193895887, 'c33': 4.907181349040225}",1403
1421,5.870771386,"{'a11': 8.590327918690924, 'b11': 0.656629249540365, 'c11': 1.0851854957265115, 'a12': 1.4211540008818861, 'b12': 0.3371435801213455, 'c12': 1.5241933080813015, 'a13': 5.488524106824734, 'b13': 0.02597566404435203, 'c13': 3.5880875048026493, 'a21': 7.944266286633537, 'b21': 0.5961279414260628, 'c21': 0.9347215251983035, 'a22': 9.227477431871355, 'b22': 0.5799588651675891, 'c22': 2.2615006873959014, 'a23': 5.5480053213655465, 'b23': 0.22527412861907015, 'c23': 1.914674054914662, 'a31': 6.236675384884148, 'b31': 0.3361229075872493, 'c31': 3.620592602572051, 'a32': 1.1391132814032172, 'b32': 0.7473305159734017, 'c32': 0.3081811006763292, 'a33': 8.863543748508384, 'b33': 1.0812605785936569, 'c33': 5.314645203913726}",1403
1422,6.010151137,"{'a11': 8.37040790537262, 'b11': 0.43596595880351285, 'c11': 0.9035424435289477, 'a12': 0.8125424937711533, 'b12': 0.9798638828572724, 'c12': 1.1060939018151439, 'a13': 4.526678147458687, 'b13': 0.19329728790126632, 'c13': 3.1136611357252737, 'a21': 6.213522342143344, 'b21': 0.37100529753309586, 'c21': 0.3788083584475245, 'a22': 9.605553793471175, 'b22': 0.4107217757820975, 'c22': 2.3945214395151204, 'a23': 5.806437652662498, 'b23': 1.0682408012021445, 'c23': 1.1644863956459146, 'a31': 6.369814087787034, 'b31': 0.3977941011989343, 'c31': 3.299803923118277, 'a32': 2.1504429068598725, 'b32': 0.40111639075160244, 'c32': 1.127747334408176, 'a33': 9.534900703226839, 'b33': 0.9761490514224481, 'c33': 5.752059621840238}",1403
1423,7.126325623,"{'a11': 8.266724301614671, 'b11': 0.4462260728527133, 'c11': 0.6738851569206571, 'a12': 1.0099954941381704, 'b12': 0.3497866262842353, 'c12': 1.2484451829787944, 'a13': 4.311629722210389, 'b13': 0.09595274805890858, 'c13': 3.654838236046767, 'a21': 8.074431934655678, 'b21': 0.20422750450323118, 'c21': 1.1639056571292572, 'a22': 9.99564227483744, 'b22': 0.7235546002583182, 'c22': 2.639339861434144, 'a23': 5.448349203733721, 'b23': 0.5916583871356438, 'c23': 1.162924456250931, 'a31': 6.075695451451871, 'b31': 0.8552707554819186, 'c31': 3.174364368437905, 'a32': 2.0146804507225657, 'b32': 0.040956878685510456, 'c32': 0.2953145748066204, 'a33': 8.781184290379509, 'b33': 0.3874821212460452, 'c33': 5.160057955713213}",1403
1424,12.908607157,"{'a11': 8.735515139142354, 'b11': 0.32089232998541106, 'c11': 0.06628568656891887, 'a12': 1.4027239279588866, 'b12': 0.6518359693474414, 'c12': 1.8672523779397303, 'a13': 4.483586987970901, 'b13': 0.6978689764911112, 'c13': 4.4162351529436, 'a21': 7.246935344387349, 'b21': 0.7359243434018247, 'c21': 1.0468728950054964, 'a22': 9.186795383824798, 'b22': 0.04634193029732386, 'c22': 2.4706826830697355, 'a23': 5.35201380108378, 'b23': 0.5059227167542073, 'c23': 1.796457497578408, 'a31': 6.168256971376619, 'b31': 1.0653570543349868, 'c31': 3.609467145344522, 'a32': 2.064000225192176, 'b32': 0.8041323937148654, 'c32': 0.2529418773710407, 'a33': 8.852420966345136, 'b33': 0.911353562730574, 'c33': 4.810735114130026}",1403
1425,7.584452965,"{'a11': 8.504849546774933, 'b11': 0.09586646959757839, 'c11': 0.5309633208440292, 'a12': 0.6922521960439891, 'b12': 1.1783026309655542, 'c12': 1.370521094930528, 'a13': 4.065422106621563, 'b13': 0.47099011644861827, 'c13': 2.7196874154527966, 'a21': 7.53260041507394, 'b21': 0.9363123686061906, 'c21': 1.151171134300655, 'a22': 9.197413717295893, 'b22': 0.5070036097314522, 'c22': 2.1152628934434765, 'a23': 5.690318304684227, 'b23': 0.702191244388271, 'c23': 0.7246009743175741, 'a31': 5.843746801569189, 'b31': 0.9348392344043408, 'c31': 4.005495751603983, 'a32': 1.8712372681194047, 'b32': 0.05044309087710652, 'c32': 0.859647229152807, 'a33': 9.401385613207921, 'b33': 0.3371962656160741, 'c33': 4.831523115312425}",1403
1426,5.617193496,"{'a11': 8.51276828187613, 'b11': 1.1831433318382187, 'c11': 0.6581500368832822, 'a12': 0.8753403019408406, 'b12': 0.07898596075645026, 'c12': 1.0721833714149585, 'a13': 5.219025575859866, 'b13': 0.11301887472560929, 'c13': 2.765708785569843, 'a21': 7.0227570774325985, 'b21': 0.19142663256132453, 'c21': 0.877010618076643, 'a22': 9.295823511186256, 'b22': 0.610069315677564, 'c22': 1.731268824975434, 'a23': 5.460468048585621, 'b23': 0.7624266905372247, 'c23': 1.1175741981234477, 'a31': 5.577391987420103, 'b31': 0.5448580184762318, 'c31': 3.526137353459029, 'a32': 2.1584748980497093, 'b32': 0.6727186007803508, 'c32': 1.4943364723252324, 'a33': 9.018747674734941, 'b33': 0.4028118647894978, 'c33': 5.510323665476034}",1403
1427,5.651461606,"{'a11': 8.997735567964842, 'b11': 0.2506353013810159, 'c11': 0.7248871094920357, 'a12': 1.3275779422189382, 'b12': 0.0049487762360003185, 'c12': 0.9905124324721879, 'a13': 4.716721768215117, 'b13': 0.762244439935946, 'c13': 3.1022694474539607, 'a21': 6.748340227657522, 'b21': 0.19012251849098377, 'c21': 1.5410814461527642, 'a22': 9.324854058580314, 'b22': 0.5681027969402582, 'c22': 2.1838279851875733, 'a23': 5.2998043381470366, 'b23': 0.25822318180061427, 'c23': 1.521846251030928, 'a31': 6.372526430913662, 'b31': 0.1698245013132294, 'c31': 4.292241953712289, 'a32': 1.948602030749827, 'b32': 1.0189665212274182, 'c32': 1.1596809185709438, 'a33': 9.229869383181649, 'b33': 0.16412128306498724, 'c33': 5.222759308746742}",1403
1428,6.537840682,"{'a11': 8.739688231047094, 'b11': 0.38256900123692406, 'c11': 0.6407269806766328, 'a12': 1.3744483891719474, 'b12': 0.6224918000734194, 'c12': 1.4258422944825921, 'a13': 4.319009789817881, 'b13': 1.2689294610295414, 'c13': 4.05745165762564, 'a21': 7.3603920936466505, 'b21': 0.9607602736486816, 'c21': 1.1367038712107527, 'a22': 9.697540434740688, 'b22': 0.4782744899364598, 'c22': 1.6014391370667007, 'a23': 4.8231237193008, 'b23': 0.2355167778515193, 'c23': 2.118542766617673, 'a31': 6.666920658837282, 'b31': 0.19857495269618597, 'c31': 3.6346215923321252, 'a32': 2.3115834948140335, 'b32': 1.0042569111025155, 'c32': 0.6593664336549353, 'a33': 9.50952195380382, 'b33': 0.025233459182692264, 'c33': 5.17778596366749}",1403
1429,5.739657346,"{'a11': 8.765708218333689, 'b11': 0.6668102895074206, 'c11': 0.8108419503310621, 'a12': 0.5522801597946727, 'b12': 0.34872180901511896, 'c12': 1.5275626300653724, 'a13': 4.848194758293688, 'b13': 0.49760476721883956, 'c13': 3.0729756581547414, 'a21': 7.515192056565827, 'b21': 0.3968311716433497, 'c21': 0.7243051459473882, 'a22': 9.267163343102988, 'b22': 0.2784169333926349, 'c22': 1.7765734143930716, 'a23': 4.934313459644601, 'b23': 0.5195314196063463, 'c23': 1.2905593404954379, 'a31': 6.651698999738125, 'b31': 0.2665848046270496, 'c31': 2.5952924735541854, 'a32': 2.132259041057331, 'b32': 0.6766435050347132, 'c32': 1.525701817371925, 'a33': 8.872827793944731, 'b33': 0.6768183195187786, 'c33': 5.082516258747126}",1403
1430,6.514950590,"{'a11': 8.429655245281017, 'b11': 0.7044110347695673, 'c11': 0.9335258700460289, 'a12': 1.0285465356115642, 'b12': 0.32048295900335877, 'c12': 1.3948301484333099, 'a13': 5.557649805493141, 'b13': 0.3707966399879632, 'c13': 3.1838550762461284, 'a21': 7.786031708163916, 'b21': 0.47360250427267997, 'c21': 0.9055511753584591, 'a22': 9.503931124371553, 'b22': 0.31111876317325093, 'c22': 2.06018873211093, 'a23': 5.090490918728491, 'b23': 1.3619893444240017, 'c23': 1.1476074725080072, 'a31': 6.605239940130003, 'b31': 1.3338208270227976, 'c31': 3.832993238116621, 'a32': 1.9976326865576173, 'b32': 0.4693690132305809, 'c32': 0.8093385889829757, 'a33': 9.549446652032831, 'b33': 0.7661734835482815, 'c33': 5.6777642138749025}",1403
1431,6.818600150,"{'a11': 8.489557169783831, 'b11': 0.24349431254500442, 'c11': 0.6908092926850204, 'a12': 1.432435059972879, 'b12': 0.20503687408184373, 'c12': 1.7733738493113522, 'a13': 5.495252418325983, 'b13': 0.5227681361936548, 'c13': 3.666712097721877, 'a21': 7.066229970455307, 'b21': 0.6817846725803722, 'c21': 2.21477267795507, 'a22': 9.080547842274536, 'b22': 0.3432810726944915, 'c22': 1.8003754958928084, 'a23': 4.57861922078917, 'b23': 1.53424781593381, 'c23': 1.3175581286299478, 'a31': 6.661849088261272, 'b31': 0.2230615302184995, 'c31': 3.336150642713057, 'a32': 2.3963922768174726, 'b32': 1.1225204467965528, 'c32': 1.3506746702148857, 'a33': 9.654840474822452, 'b33': 2.042110299916204, 'c33': 5.173536755916992}",1403
1432,6.157106815,"{'a11': 8.601536466091293, 'b11': 0.23052768196811735, 'c11': 0.3256706846726296, 'a12': 1.155124001524197, 'b12': 0.6828621966909934, 'c12': 1.1912701503210443, 'a13': 4.854627745490721, 'b13': 0.7668162802858964, 'c13': 2.696202431367888, 'a21': 7.2862805603501695, 'b21': 0.3447034058641308, 'c21': 0.8790117582331304, 'a22': 9.545387161416542, 'b22': 0.31043564766808024, 'c22': 2.373568290930649, 'a23': 5.08233222647373, 'b23': 1.1851824230573977, 'c23': 1.8094954279768403, 'a31': 5.787911299945346, 'b31': 0.4339494279403704, 'c31': 3.9424007864687374, 'a32': 2.194333778437639, 'b32': 0.8187383808805487, 'c32': 1.0617061795865703, 'a33': 9.687231126286242, 'b33': 0.7830358445842394, 'c33': 6.0237243874174435}",1403
1433,6.971733227,"{'a11': 8.306204693618493, 'b11': 0.5508244849242436, 'c11': 0.8995200201503943, 'a12': 1.3140159702473244, 'b12': 0.6257416073735178, 'c12': 1.7757172938228243, 'a13': 4.844246911062129, 'b13': 0.2062741889983311, 'c13': 3.8054056872398094, 'a21': 6.841753166624523, 'b21': 0.11574651765170657, 'c21': 1.4275064421309256, 'a22': 8.130316255133495, 'b22': 0.592284394877467, 'c22': 1.8992890885255223, 'a23': 5.8841740648207805, 'b23': 0.8587526670260202, 'c23': 1.6537416923422965, 'a31': 6.1217876827196935, 'b31': 0.03129871642785739, 'c31': 2.703687895446895, 'a32': 2.3550553120400455, 'b32': 0.5487977250707541, 'c32': 0.9186610492571164, 'a33': 9.37885700708355, 'b33': 0.10469555846530865, 'c33': 5.964209548409111}",1403
1434,6.955338176,"{'a11': 8.104376410882548, 'b11': 0.9396896162225317, 'c11': 0.8587214400351288, 'a12': 1.4951551746365643, 'b12': 0.5907210138950657, 'c12': 1.6413960417620388, 'a13': 4.9509080916809225, 'b13': 1.4956875723953247, 'c13': 3.6165881015988375, 'a21': 7.9223639565401, 'b21': 0.21651905575340902, 'c21': 0.6905057500685294, 'a22': 9.471903282888782, 'b22': 0.3028675587869007, 'c22': 1.8886686025172987, 'a23': 5.022089474194496, 'b23': 1.058037024974797, 'c23': 1.4868830344685349, 'a31': 6.123990640873329, 'b31': 0.044950368928194956, 'c31': 3.3329551282066765, 'a32': 2.5079512838878144, 'b32': 1.717159100661713, 'c32': 0.9350196970877175, 'a33': 9.505315584880371, 'b33': 0.6717886085608367, 'c33': 4.848159038749536}",1403
1435,6.596712678,"{'a11': 9.049867051871557, 'b11': 0.7767122964328073, 'c11': 0.0029675823031627413, 'a12': 1.444451939187656, 'b12': 0.10081143209914237, 'c12': 0.5433154416171563, 'a13': 4.349423702601476, 'b13': 0.8263313188923762, 'c13': 3.580245134063421, 'a21': 6.693655340315611, 'b21': 0.6080962015385774, 'c21': 1.2909172536665112, 'a22': 9.96997518108404, 'b22': 0.26345185306947233, 'c22': 1.9974307464615824, 'a23': 5.18396384472904, 'b23': 0.7189900378443678, 'c23': 1.5832061707858522, 'a31': 5.97674412514151, 'b31': 0.3423972552498921, 'c31': 3.8558919814377837, 'a32': 2.2185023062311737, 'b32': 0.36399253652511643, 'c32': 1.5345198503545685, 'a33': 9.23555118062225, 'b33': 0.5493937741043908, 'c33': 5.042331500703526}",1403
1436,9.585283426,"{'a11': 9.402420243583261, 'b11': 1.0581642704860366, 'c11': 0.6395500190936, 'a12': 0.5695924221045482, 'b12': 0.41107509347455673, 'c12': 1.1665296367523625, 'a13': 5.365711591333238, 'b13': 0.8321119308677218, 'c13': 3.5125875502729182, 'a21': 7.671132689659605, 'b21': 0.672705906517595, 'c21': 1.5181355034175192, 'a22': 9.106415447653813, 'b22': 0.6539143098954057, 'c22': 1.8350846946160435, 'a23': 4.745544640362978, 'b23': 0.9596762675150176, 'c23': 1.6024319305080281, 'a31': 5.532417603023129, 'b31': 0.2035694419864309, 'c31': 3.0478004120257487, 'a32': 2.6682397499924426, 'b32': 0.33051324184812464, 'c32': 2.0922619588765534, 'a33': 8.68762839346279, 'b33': 0.7151736502435435, 'c33': 5.087161848781755}",1403
1437,5.837198536,"{'a11': 8.825035964281975, 'b11': 0.38637418874384155, 'c11': 0.7161155732992691, 'a12': 0.42633224621567645, 'b12': 0.3571197954056622, 'c12': 1.4707895743471697, 'a13': 5.033122098051407, 'b13': 0.21627990483202353, 'c13': 2.4271047425864514, 'a21': 7.086121389047684, 'b21': 0.2518938782676882, 'c21': 1.4064578332409992, 'a22': 9.169312425820621, 'b22': 0.32991966943048934, 'c22': 2.490941949537939, 'a23': 5.5139605145709565, 'b23': 0.5088979230848238, 'c23': 1.9095774196228952, 'a31': 5.423241797244654, 'b31': 0.6934161272804427, 'c31': 3.587439229339053, 'a32': 1.744309693563871, 'b32': 0.40132768698879767, 'c32': 0.9512231207006663, 'a33': 9.040768644349235, 'b33': 0.23927894362813226, 'c33': 5.678607315648047}",1403
1438,5.904443568,"{'a11': 8.554687769878306, 'b11': 0.9458273184762402, 'c11': 0.6531471906646877, 'a12': 0.9925861503101439, 'b12': 0.18212502580672932, 'c12': 0.8166070795191706, 'a13': 5.532164354494856, 'b13': 0.5990402728454098, 'c13': 3.1207106253495236, 'a21': 6.675350922219064, 'b21': 0.4425796983222462, 'c21': 0.83966254520345, 'a22': 9.376319451810032, 'b22': 0.06931358902321727, 'c22': 2.376315509174459, 'a23': 5.396135096621963, 'b23': 1.0209583246711618, 'c23': 1.8787738611948819, 'a31': 5.980445910075214, 'b31': 0.597197820259252, 'c31': 3.6060951700694153, 'a32': 2.0118344716451784, 'b32': 1.1019408655711451, 'c32': 0.87135674664036, 'a33': 9.576176247264042, 'b33': 0.45342706869241023, 'c33': 5.539654106785983}",1403
1439,6.486817970,"{'a11': 8.767330162140146, 'b11': 0.5880276212799793, 'c11': 1.2892530658437824, 'a12': 1.1482683068605277, 'b12': 0.1399145833765667, 'c12': 0.6451500304540183, 'a13': 4.913654963345475, 'b13': 0.8724200676398859, 'c13': 3.0154323737033955, 'a21': 6.818786648274411, 'b21': 1.3891920483238007, 'c21': 0.44899997293084937, 'a22': 9.599853892655181, 'b22': 0.5709665357349792, 'c22': 1.7494839683968695, 'a23': 5.2466833146072736, 'b23': 0.5363039911984763, 'c23': 1.6200623908097864, 'a31': 5.529763763000602, 'b31': 0.6980004599418896, 'c31': 3.3552997539359586, 'a32': 1.4944766800421183, 'b32': 0.731395964040356, 'c32': 1.1350449896707688, 'a33': 9.05345558689057, 'b33': 0.36815071158807744, 'c33': 4.901437701286925}",1403
1440,6.842116931,"{'a11': 8.835240922144068, 'b11': 0.36511674204522726, 'c11': 1.2232719788356983, 'a12': 0.8888447974975615, 'b12': 0.22266786715948433, 'c12': 1.1754165211411427, 'a13': 4.805697341658506, 'b13': 0.7723839110248523, 'c13': 3.5095170453499853, 'a21': 7.140111360791436, 'b21': 1.1202467458016578, 'c21': 0.7741485444926871, 'a22': 8.69376978187967, 'b22': 0.5127349209971656, 'c22': 2.1687978246426103, 'a23': 4.54099491741587, 'b23': 0.852211586655701, 'c23': 1.1579901602750766, 'a31': 6.1969621933490595, 'b31': 1.2555571848684637, 'c31': 3.5719342333323194, 'a32': 1.6186620705350558, 'b32': 0.5216675811085285, 'c32': 1.0075092482730226, 'a33': 8.815054507289105, 'b33': 0.125401415074812, 'c33': 5.656599036206327}",1403
1441,8.535750698,"{'a11': 8.400812924082855, 'b11': 0.5776282007970682, 'c11': 0.9756967365855783, 'a12': 1.1615538317616216, 'b12': 0.13982414451771413, 'c12': 0.9904454651716869, 'a13': 5.384466787466354, 'b13': 0.04736006938311016, 'c13': 3.088556234927218, 'a21': 7.152050803706925, 'b21': 0.15375852937601514, 'c21': 1.0922356348095985, 'a22': 9.322424557516412, 'b22': 0.8917505343199554, 'c22': 2.3181945052906436, 'a23': 5.3699496604238846, 'b23': 0.36450811005589534, 'c23': 1.1903031455159498, 'a31': 6.077660162727954, 'b31': 0.6152265335875401, 'c31': 4.362222057430732, 'a32': 1.8922739744599641, 'b32': 0.6201369356099311, 'c32': 1.031255837439514, 'a33': 8.467992198172244, 'b33': 0.1539604841434264, 'c33': 4.360062418938836}",1403
1442,6.552751165,"{'a11': 8.71874673590552, 'b11': 1.133451926250645, 'c11': 0.8067280866985357, 'a12': 0.3383986973943415, 'b12': 0.10034722730546691, 'c12': 1.2655060188766238, 'a13': 4.698040923836661, 'b13': 0.45800358916785483, 'c13': 3.9977333847406755, 'a21': 6.916409836349759, 'b21': 0.4794143803378007, 'c21': 1.5384667287704454, 'a22': 9.514165175118444, 'b22': 0.19147525510098645, 'c22': 1.3463370773872787, 'a23': 4.692572937509866, 'b23': 0.7245287553713493, 'c23': 1.0168406207501217, 'a31': 6.028187835085274, 'b31': 0.7495035310048515, 'c31': 3.9525330126308096, 'a32': 2.252621446819304, 'b32': 0.6647762921936724, 'c32': 1.2884837798599107, 'a33': 9.304554450180525, 'b33': 0.9543811859593687, 'c33': 5.512978405910622}",1403
1443,6.305933043,"{'a11': 8.45866070294081, 'b11': 1.2546619152184668, 'c11': 0.29439052913755187, 'a12': 1.4045441112770278, 'b12': 0.40665333152598315, 'c12': 0.9786747002882087, 'a13': 4.503207995852552, 'b13': 0.6384279155416523, 'c13': 2.2034466485340856, 'a21': 6.429105558226249, 'b21': 0.7936374400894475, 'c21': 0.7961825929755887, 'a22': 9.449001582523923, 'b22': 0.3878986380004071, 'c22': 2.316710559645907, 'a23': 4.925835914576381, 'b23': 0.8735278572194307, 'c23': 1.670915766633019, 'a31': 6.649073322689658, 'b31': 0.5788613299919565, 'c31': 4.004307323006172, 'a32': 2.860686661999786, 'b32': 0.912743755174892, 'c32': 1.7528249284201838, 'a33': 8.997012445158742, 'b33': 0.24772573787745372, 'c33': 5.279966265165246}",1403
1444,14.030104361,"{'a11': 8.359732603845686, 'b11': 0.02704415057229237, 'c11': 0.5856568136364322, 'a12': 0.912016447258759, 'b12': 0.5463709618918238, 'c12': 1.2300564111332424, 'a13': 5.450688262177334, 'b13': 0.7165441180991363, 'c13': 2.805959916411339, 'a21': 7.72289414049659, 'b21': 0.5051007422421009, 'c21': 1.5613904730335486, 'a22': 9.026323102798564, 'b22': 0.9165013272166413, 'c22': 2.0265362209330973, 'a23': 5.161705527338752, 'b23': 0.2763533286013775, 'c23': 1.299761938024778, 'a31': 6.787632841035479, 'b31': 0.0005423949329523836, 'c31': 3.9123725180418005, 'a32': 2.037731010726692, 'b32': 0.028252203280727417, 'c32': 0.6380748240741477, 'a33': 8.604737173588497, 'b33': 0.25084962404035294, 'c33': 5.416973068913217}",1403
1445,8.657918462,"{'a11': 8.490940374632164, 'b11': 0.6657977831417553, 'c11': 1.1963559152211174, 'a12': 0.41668213045630365, 'b12': 0.5480162272280232, 'c12': 0.998928838152756, 'a13': 4.748048699907306, 'b13': 0.02816069348801814, 'c13': 2.3641016502398706, 'a21': 6.913363381832912, 'b21': 0.4705470342929224, 'c21': 1.38960011748708, 'a22': 8.61579774849051, 'b22': 0.9041566272399201, 'c22': 2.568672487790289, 'a23': 5.40195693573061, 'b23': 0.9917658043619506, 'c23': 1.5987956153376626, 'a31': 5.37574950185827, 'b31': 0.5240937602498145, 'c31': 3.062003622842697, 'a32': 1.8087461372598277, 'b32': 0.7344875282041262, 'c32': 1.9742284945691955, 'a33': 9.258345773712795, 'b33': 0.762100783614789, 'c33': 5.569194547092603}",1403
1446,6.770070039,"{'a11': 8.905728934559477, 'b11': 0.4287643884160691, 'c11': 0.7053488666476114, 'a12': 1.0934180875320088, 'b12': 0.5306077515736554, 'c12': 0.7655415897111582, 'a13': 5.13756840679433, 'b13': 1.6118421228828699, 'c13': 2.608067113022984, 'a21': 6.7319275583046245, 'b21': 0.7679588366769641, 'c21': 1.0521067635378243, 'a22': 9.950955738045751, 'b22': 0.2398636798977936, 'c22': 2.0228801334433997, 'a23': 4.8213953673532215, 'b23': 0.8022654145524495, 'c23': 0.6089216501653669, 'a31': 5.995491224299457, 'b31': 0.6020353131618752, 'c31': 3.744608671442299, 'a32': 2.60106297211212, 'b32': 0.47703762712534614, 'c32': 1.7954786225012256, 'a33': 8.607815709603152, 'b33': 0.5722593383894045, 'c33': 5.324196247056911}",1403
1447,5.990242025,"{'a11': 8.823968569352871, 'b11': 1.0128634488975237, 'c11': 0.5983617814401913, 'a12': 0.6010208833944415, 'b12': 0.5050075400251206, 'c12': 1.403444119957804, 'a13': 5.427344810714098, 'b13': 0.20924782418277985, 'c13': 2.392989588354573, 'a21': 7.471673642818833, 'b21': 0.22126455680564483, 'c21': 0.3572698300745559, 'a22': 9.907804487086528, 'b22': 0.24677423460099832, 'c22': 2.0243806531708373, 'a23': 5.3559510936125525, 'b23': 0.6723426523586273, 'c23': 1.776059583398637, 'a31': 6.867852383961913, 'b31': 0.6903294360093312, 'c31': 3.7516863129697207, 'a32': 1.9399742872547563, 'b32': 1.4352255645954908, 'c32': 1.7274908309017873, 'a33': 9.525205190477912, 'b33': 0.33025630844804643, 'c33': 4.953553481604015}",1403
1448,6.616232973,"{'a11': 8.311623595474588, 'b11': 0.8297583560782461, 'c11': 0.6575738344866969, 'a12': 1.0802332166786606, 'b12': 0.2364581167392557, 'c12': 1.2890792044093287, 'a13': 4.578037435208326, 'b13': 0.9197449237331159, 'c13': 2.61203347210837, 'a21': 7.21355154875297, 'b21': 0.24910022951984204, 'c21': 0.7749334478181198, 'a22': 9.191615339019435, 'b22': 0.9720200372168436, 'c22': 2.249336928667152, 'a23': 4.683223764826977, 'b23': 0.2057791602458291, 'c23': 1.9043845803517478, 'a31': 5.797382840879059, 'b31': 1.0945518513943329, 'c31': 3.3037801693768905, 'a32': 1.988780894102954, 'b32': 1.502865158061042, 'c32': 0.9122511463340321, 'a33': 9.686404584752234, 'b33': 0.5477647131583363, 'c33': 5.666834461548992}",1403
